Wall time,Step,Value
1763959084.597976,0,0.592082142829895
1763959198.338796,1,0.6630176305770874
1763959309.883183,2,0.6957672834396362
1763959424.372125,3,0.7083553075790405
1763959537.755004,4,0.7263608574867249
1763959651.985159,5,0.7353366613388062
1763959766.177205,6,0.7512382864952087
1763959878.382483,7,0.7673133015632629
1763959990.305562,8,0.7764493227005005
1763960104.891245,9,0.7841089963912964
1763960216.578921,10,0.7935465574264526
1763960329.717443,11,0.7961756587028503
1763960442.57377,12,0.8031892776489258
1763960556.695651,13,0.8076221942901611
1763960668.87414,14,0.8144587874412537
1763960782.018995,15,0.8152367472648621
1763960894.36031,16,0.8190606832504272
1763961010.148017,17,0.8257906436920166
1763961122.144075,18,0.8190376162528992
1763961233.972623,19,0.8266193866729736
1763961346.601249,20,0.8319668173789978
1763961458.412135,21,0.8329952955245972
1763961569.892966,22,0.8317607045173645
1763961683.240941,23,0.8333383798599243
1763961792.943822,24,0.8347945213317871
1763961906.205598,25,0.8356145620346069
1763962017.035892,26,0.8375130891799927
1763962131.323455,27,0.8426106572151184
1763962241.320146,28,0.8417789936065674
1763962351.231519,29,0.8437179327011108
1763962461.352991,30,0.8449388742446899
1763962571.856659,31,0.8424692749977112
1763962682.204798,32,0.8480695486068726
1763962791.892373,33,0.8462545871734619
1763962902.074696,34,0.8480179309844971
1763963021.264407,35,0.8515306711196899
1763963134.585368,36,0.8482077121734619
1763963245.006443,37,0.8523838520050049
1763963355.500111,38,0.8514723777770996
1763963465.850025,39,0.8528390526771545
1763963577.031334,40,0.8523957133293152
1763963691.651817,41,0.8553953766822815
1763963802.798181,42,0.8590528964996338
1763963915.830839,43,0.8572096824645996
1763964027.147376,44,0.8584096431732178
1763964138.454937,45,0.8599543571472168
1763964249.331965,46,0.8583716154098511
1763964359.475373,47,0.8580738306045532
1763964470.972873,48,0.8582258820533752
1763964584.537743,49,0.8599659204483032
1763964695.153878,50,0.8618348240852356
1763964807.920134,51,0.8625307083129883
1763964918.616695,52,0.8624729514122009
1763965028.811897,53,0.862551748752594
1763965141.027822,54,0.8619800209999084
1763965251.478577,55,0.8657863140106201
1763965367.221865,56,0.8645635843276978
1763965478.110583,57,0.8641125559806824
1763965588.084154,58,0.8657314777374268
1763965698.214826,59,0.8647144436836243
1763965808.757,60,0.8674657940864563
1763965919.748145,61,0.8668777346611023
1763966030.893237,62,0.8695511817932129
1763966140.947141,63,0.8692879676818848
1763966254.18761,64,0.8707508444786072
1763966364.693658,65,0.8699087500572205
1763966475.16226,66,0.8705726265907288
1763966586.678234,67,0.8695651292800903
1763966696.951104,68,0.873779833316803
1763966807.931361,69,0.8729970455169678
1763966918.405349,70,0.8714718818664551
1763967029.606739,71,0.8705668449401855
1763967140.494118,72,0.8714402914047241
1763967250.641043,73,0.8739461302757263
1763967361.032147,74,0.8710883855819702
1763967471.794038,75,0.8748119473457336
1763967581.739137,76,0.8750643134117126
1763967695.440379,77,0.8760015368461609
1763967806.225434,78,0.8773854970932007
1763967918.449365,79,0.8752840757369995
1763968028.897575,80,0.8732563257217407
1763968138.985366,81,0.8787485361099243
1763968248.596394,82,0.8755238056182861
1763968358.992778,83,0.8766843676567078
1763968469.134471,84,0.876940906047821
1763968581.299116,85,0.8757598400115967
1763968692.46307,86,0.8784736394882202
1763968803.63437,87,0.8811852931976318
1763968915.358342,88,0.8774743676185608
1763969025.760991,89,0.8786617517471313
1763969136.636387,90,0.8793622851371765
1763969246.951292,91,0.8759203553199768
1763969357.653908,92,0.8800495862960815
1763969468.248416,93,0.8817602396011353
1763969579.463626,94,0.8811944127082825
1763969691.390001,95,0.8809479475021362
1763969802.445452,96,0.8789442181587219
1763969913.300718,97,0.8821076154708862
1763970024.082588,98,0.8809414505958557
1763970134.442184,99,0.8834916353225708
1763970248.344971,100,0.884661078453064
1763970358.294829,101,0.8805434107780457
1763970473.10771,102,0.8833716511726379
1763970584.227397,103,0.8820569515228271
1763970696.038778,104,0.8824582099914551
1763970809.523344,105,0.8840664625167847
1763970920.960579,106,0.8841185569763184
1763971032.71025,107,0.8859702944755554
1763971143.643424,108,0.8854035139083862
1763971253.980093,109,0.884489893913269
1763971365.207969,110,0.8866008520126343
1763971477.465681,111,0.8860465288162231
1763971588.308071,112,0.8888058066368103
1763971700.003175,113,0.88615483045578
1763971811.117886,114,0.8859483599662781
1763971924.789794,115,0.8884073495864868
1763972036.227655,116,0.8854124546051025
1763972146.6552,117,0.8915459513664246
1763972258.390224,118,0.8881193995475769
1763972369.171243,119,0.8878506422042847
1763972479.841508,120,0.8906538486480713
1763972591.154049,121,0.8878861665725708
1763972702.452513,122,0.8887922763824463
1763972813.374368,123,0.8918333053588867
1763972924.533106,124,0.8900660276412964
1763973037.79303,125,0.892795979976654
1763973149.509086,126,0.890693187713623
1763973265.955398,127,0.8899441361427307
1763973375.278696,128,0.8928873538970947
1763973484.886368,129,0.8905215859413147
1763973595.728329,130,0.8900851011276245
1763973707.02477,131,0.8932818174362183
1763973818.992202,132,0.892228364944458
1763973930.517479,133,0.8937011361122131
1763974042.103426,134,0.892970085144043
1763974153.226761,135,0.8933300375938416
1763974265.640438,136,0.8948599100112915
1763974376.331326,137,0.8928170800209045
1763974488.223932,138,0.892342746257782
1763974598.652154,139,0.8953849673271179
1763974709.745207,140,0.8938067555427551
1763974820.522777,141,0.8938736319541931
1763974933.30865,142,0.8956636190414429
1763975045.164297,143,0.8957746624946594
1763975156.304632,144,0.8951953053474426
1763975268.026647,145,0.8942161798477173
1763975379.437785,146,0.895516037940979
1763975492.233966,147,0.8948494791984558
1763975603.591741,148,0.8960471153259277
1763975714.814401,149,0.8959660530090332
1763975830.418036,150,0.8965738415718079
1763975942.789107,151,0.8958683013916016
1763976054.965289,152,0.8960275650024414
1763976165.955576,153,0.89734947681427
1763976276.255444,154,0.8976709842681885
1763976387.198822,155,0.8963320255279541
1763976499.103832,156,0.8971130847930908
1763976611.211278,157,0.8985432982444763
1763976722.039378,158,0.8986783027648926
1763976833.723384,159,0.8984861373901367
1763976945.695716,160,0.8973255753517151
1763977056.822375,161,0.8985931873321533
1763977168.508905,162,0.8993288278579712
1763977280.774457,163,0.8997998237609863
1763977393.24485,164,0.8984213471412659
1763977505.216943,165,0.8990451097488403
1763977617.58664,166,0.8991286158561707
1763977730.545372,167,0.8998122215270996
1763977841.695096,168,0.90093594789505
1763977953.292888,169,0.898609459400177
1763978065.942494,170,0.8999872803688049
1763978177.363455,171,0.8997206687927246
1763978288.662197,172,0.8993322849273682
